url,player_name,gender,rating,card_category,pace,shooting,passing,dribbling,defending,physical,skill_moves,weak_foot,num_playstyles,num_playstyles_plus,nationality,league,club,positions,num_positions,cluster_cb,cluster_fullbacks,cluster_mid,cluster_att_mid,cluster_st
https://www.futbin.com/26/player/18690/maradona,Maradona,M,95,Icons_Heroes,90,91,91,96,40,77,5,3,6,1,Argentina,Icons,EA FC ICONS,"CAM,ST",2,0,0,0,1,1
https://www.futbin.com/26/player/18691/arantes-nascimento,Arantes Nascimento,M,95,Icons_Heroes,93,94,91,94,58,74,5,4,6,1,Brazil,Icons,EA FC ICONS,"CAM,ST",2,0,0,0,1,1
https://www.futbin.com/26/player/18692/nazario-de-lima,Nazário De Lima,M,94,Icons_Heroes,94,94,79,94,43,75,5,5,4,1,Brazil,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18693/zidane,Zidane,M,94,Icons_Heroes,83,90,94,94,73,84,5,5,6,1,France,Icons,EA FC ICONS,"CAM,CM",2,0,0,1,1,0
https://www.futbin.com/26/player/18694/de-assis-moreira,De Assis Moreira,M,93,Icons_Heroes,91,89,90,95,38,80,5,4,6,1,Brazil,Icons,EA FC ICONS,"LW,LM,CAM",3,0,0,0,1,0
https://www.futbin.com/26/player/18695/cruyff,Cruyff,M,93,Icons_Heroes,90,91,90,93,42,73,5,5,6,1,Netherlands,Icons,EA FC ICONS,"CAM,ST",2,0,0,0,1,1
https://www.futbin.com/26/player/18696/hamm,Hamm,F,93,Icons_Heroes,92,93,86,92,54,81,5,5,6,1,United States,Icons,EA FC ICONS,"ST,CAM,RW",3,0,0,0,1,1
https://www.futbin.com/26/player/18697/maldini,Maldini,M,92,Icons_Heroes,85,55,74,69,95,82,2,4,5,1,Italy,Icons,EA FC ICONS,"CB,LB",2,1,1,0,0,0
https://www.futbin.com/26/player/18698/puskas,Puskás,M,92,Icons_Heroes,90,94,89,91,45,74,4,3,5,1,Hungary,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18699/franc-dos-santos,Franc. Dos Santos,M,92,Icons_Heroes,89,85,92,94,40,66,5,4,4,1,Brazil,Icons,EA FC ICONS,"RW,RM",2,0,0,0,1,0
https://www.futbin.com/26/player/18700/prinz,Prinz,F,92,Icons_Heroes,83,92,80,82,52,88,3,4,4,1,Germany,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18701/iniesta-lujan,Iniesta Luján,M,92,Icons_Heroes,83,80,91,92,62,66,4,4,6,1,Spain,Icons,EA FC ICONS,"CM,CAM,LW",3,0,0,1,1,0
https://www.futbin.com/26/player/18702/charlton,Charlton,M,92,Icons_Heroes,90,91,87,91,50,74,4,5,6,1,England,Icons,EA FC ICONS,CAM,1,0,0,0,1,0
https://www.futbin.com/26/player/18703/franz-beckenbauer,Franz Beckenbauer,M,92,Icons_Heroes,82,73,88,84,93,81,3,4,5,1,Germany,Icons,EA FC ICONS,"CB,CDM,CM",3,1,0,1,0,0
https://www.futbin.com/26/player/18706/muller,Müller,M,92,Icons_Heroes,87,92,76,85,44,74,4,4,3,1,Germany,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/20061/mohamed-salah,Mohamed Salah,M,92,Special,90,89,87,91,47,78,4,3,6,1,Egypt,Premier League,Liverpool,"RW,RM",2,0,0,0,1,0
https://www.futbin.com/26/player/20288/alexia-putellas-segura,Alexia Putellas Segura,F,92,Special,83,90,91,92,74,81,5,5,6,1,Spain,Liga F,FC Barcelona,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/20411/erling-haaland,Erling Haaland,M,92,Special,89,94,75,83,50,90,3,3,6,1,Norway,Premier League,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/20515/kylian-mbappe,Kylian Mbappé,M,92,Special,98,92,84,93,40,78,5,4,6,1,France,LALIGA EA SPORTS,Real Madrid,"ST,LM,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/31/mohamed-salah,Mohamed Salah,M,91,Gold,89,88,86,90,45,76,4,3,6,1,Egypt,Premier League,Liverpool,"RM,RW",2,0,0,0,1,0
https://www.futbin.com/26/player/40/kylian-mbappe,Kylian Mbappé,M,91,Gold,97,90,81,92,37,76,5,4,6,1,France,LALIGA EA SPORTS,Real Madrid,"ST,LM,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/105/alexia-putellas-segura,Alexia Putellas Segura,F,91,Gold,82,89,90,91,72,80,5,5,6,1,Spain,Liga F,FC Barcelona,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/111/aitana-bonmati-conca,Aitana Bonmatí Conca,F,91,Gold,85,87,86,91,77,75,4,5,6,1,Spain,Liga F,FC Barcelona,"CM,CAM",2,0,0,1,1,0
https://www.futbin.com/26/player/18707/antunes-coimbra,Antunes Coimbra,M,91,Icons_Heroes,89,92,91,91,62,71,5,5,6,1,Brazil,Icons,EA FC ICONS,"CAM,CM",2,0,0,1,1,0
https://www.futbin.com/26/player/18708/hernandez-creus,Hernández Creus,M,91,Icons_Heroes,80,78,92,91,69,70,4,3,6,1,Spain,Icons,EA FC ICONS,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/18709/baggio,Baggio,M,91,Icons_Heroes,84,82,90,91,38,60,5,4,5,1,Italy,Icons,EA FC ICONS,CAM,1,0,0,0,1,0
https://www.futbin.com/26/player/18710/henry,Henry,M,91,Icons_Heroes,93,90,82,89,51,78,4,4,5,1,France,Icons,EA FC ICONS,"ST,LW",2,0,0,0,1,1
https://www.futbin.com/26/player/18711/da-silva-ferreira,Da Silva Ferreira,M,91,Icons_Heroes,92,92,84,91,44,77,4,5,3,1,Portugal,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18712/carlos-alberto-torres,Carlos Alberto Torres,M,91,Icons_Heroes,89,64,80,84,88,85,3,4,5,1,Brazil,Icons,EA FC ICONS,"RB,CB",2,1,1,0,0,0
https://www.futbin.com/26/player/18713/baresi,Baresi,M,91,Icons_Heroes,73,48,75,70,94,83,2,3,3,1,Italy,Icons,EA FC ICONS,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18714/cafu,Cafu,M,91,Icons_Heroes,90,56,83,85,88,83,4,3,3,1,Brazil,Icons,EA FC ICONS,RB,1,0,1,0,0,0
https://www.futbin.com/26/player/18715/morgan,Morgan,F,91,Icons_Heroes,93,90,80,90,48,77,4,4,6,1,United States,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18717/van-basten,Van Basten,M,91,Icons_Heroes,84,92,74,87,37,73,3,4,5,1,Netherlands,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18718/sawa,Sawa,F,91,Icons_Heroes,84,87,91,91,83,76,4,4,5,1,Japan,Icons,EA FC ICONS,"CM,CAM",2,0,0,1,1,0
https://www.futbin.com/26/player/18720/ibrahimovic,Ibrahimovic,M,91,Icons_Heroes,84,93,82,90,46,89,5,4,6,1,Sweden,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18918/erling-haaland,Erling Haaland,M,91,Special,87,92,72,81,47,89,3,3,6,1,Norway,Premier League,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/20289/jude-bellingham,Jude Bellingham,M,91,Special,81,87,84,91,80,86,4,4,6,1,England,LALIGA EA SPORTS,Real Madrid,"RM,CM,CAM,RW",4,0,0,1,1,0
https://www.futbin.com/26/player/20516/harry-kane,Harry Kane,M,91,Special,81,94,85,86,52,86,4,4,5,1,England,Bundesliga,FC Bayern München,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/51/ousmane-dembele,Ousmane Dembélé,M,90,Gold,91,88,83,93,50,69,5,5,5,1,France,Ligue 1 McDonald's,Paris SG,"ST,CAM,RW",3,0,0,0,1,1
https://www.futbin.com/26/player/61/rodrigo-hernandez-cascante,Rodrigo Hernández Cascante,M,90,Gold,65,80,86,84,86,85,3,4,5,1,Spain,Premier League,Manchester City,"CDM,CM",2,0,0,1,0,0
https://www.futbin.com/26/player/62/virgil-van-dijk,Virgil Van Dijk,M,90,Gold,73,60,72,72,90,87,2,3,6,1,Netherlands,Premier League,Liverpool,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/67/erling-haaland,Erling Haaland,M,90,Gold,86,91,70,80,45,88,3,3,6,1,Norway,Premier League,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/73/jude-bellingham,Jude Bellingham,M,90,Gold,80,86,83,90,78,85,4,4,6,1,England,LALIGA EA SPORTS,Real Madrid,"CAM,CM",2,0,0,1,1,0
https://www.futbin.com/26/player/117/caroline-graham-hansen,Caroline Graham Hansen,F,90,Gold,89,87,88,90,47,76,5,5,5,1,Norway,Liga F,FC Barcelona,"RW,RM",2,0,0,0,1,0
https://www.futbin.com/26/player/18721/da-silva-rocha,Da Silva Rocha,M,90,Icons_Heroes,91,83,83,80,85,86,3,2,6,1,Brazil,Icons,EA FC ICONS,LB,1,0,1,0,0,0
https://www.futbin.com/26/player/18722/bergkamp,Bergkamp,M,90,Icons_Heroes,83,89,84,88,35,76,4,4,5,1,Netherlands,Icons,EA FC ICONS,"ST,CAM",2,0,0,0,1,1
https://www.futbin.com/26/player/18723/borba-ferreira,Borba Ferreira,M,90,Icons_Heroes,87,88,87,91,42,75,4,2,5,1,Brazil,Icons,EA FC ICONS,"LW,LM,CAM",3,0,0,0,1,0
https://www.futbin.com/26/player/18724/best,Best,M,90,Icons_Heroes,91,89,82,92,56,68,4,4,3,1,Northern Ireland,Icons,EA FC ICONS,"RW,CAM,LW",3,0,0,0,1,0
https://www.futbin.com/26/player/18725/gullit,Gullit,M,90,Icons_Heroes,85,88,88,86,80,87,4,5,4,1,Netherlands,Icons,EA FC ICONS,"CAM,CM,ST",3,0,0,1,1,1
https://www.futbin.com/26/player/18726/gonzalez-blanco,González Blanco,M,90,Icons_Heroes,86,90,80,88,45,72,4,4,6,1,Spain,Icons,EA FC ICONS,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/18727/abily,Abily,F,90,Icons_Heroes,82,89,90,89,80,78,4,4,6,1,France,Icons,EA FC ICONS,"CM,CAM",2,0,0,1,1,0
https://www.futbin.com/26/player/18728/seger,Seger,F,90,Icons_Heroes,77,79,90,86,85,80,4,3,5,1,Sweden,Icons,EA FC ICONS,"CM,CDM",2,0,0,1,0,0
https://www.futbin.com/26/player/18729/pirlo,Pirlo,M,90,Icons_Heroes,73,79,93,89,69,66,5,4,5,1,Italy,Icons,EA FC ICONS,"CM,CDM",2,0,0,1,0,0
https://www.futbin.com/26/player/18731/miyama,Miyama,F,90,Icons_Heroes,84,86,88,90,60,70,4,5,4,1,Japan,Icons,EA FC ICONS,"LM,CM,LW",3,0,0,1,1,0
https://www.futbin.com/26/player/18732/matthaus,Matthäus,M,90,Icons_Heroes,88,87,88,81,89,82,3,4,4,1,Germany,Icons,EA FC ICONS,"CM,CB,CDM",3,1,0,1,0,0
https://www.futbin.com/26/player/18733/moore,Moore,M,90,Icons_Heroes,70,62,81,76,92,83,2,3,4,1,England,Icons,EA FC ICONS,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/18734/foudy,Foudy,F,90,Icons_Heroes,80,84,88,87,76,81,3,4,3,1,United States,Icons,EA FC ICONS,"CM,CDM",2,0,0,1,0,0
https://www.futbin.com/26/player/18735/kroos,Kroos,M,90,Icons_Heroes,71,82,91,86,76,74,3,5,6,1,Germany,Icons,EA FC ICONS,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/18736/schelin,Schelin,F,90,Icons_Heroes,91,89,82,89,46,82,4,4,5,1,Sweden,Icons,EA FC ICONS,"ST,LM,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/18737/del-piero,Del Piero,M,90,Icons_Heroes,83,90,87,91,41,66,4,5,4,1,Italy,Icons,EA FC ICONS,"CAM,ST",2,0,0,0,1,1
https://www.futbin.com/26/player/18919/harry-kane,Harry Kane,M,90,Special,70,93,84,83,50,83,3,4,5,1,England,Bundesliga,FC Bayern München,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/20004/vinicius-jose-de-oliveira-junior,Vinícius José De Oliveira Júnior,M,90,Special,96,85,82,92,31,70,5,4,6,1,Brazil,LALIGA EA SPORTS,Real Madrid,"LW,LM,ST",3,0,0,0,1,1
https://www.futbin.com/26/player/20086/khadija-shaw,Khadija Shaw,F,90,Special,85,90,76,85,33,85,3,4,5,1,Jamaica,Barclays WSL,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/20220/vinicius-jose-de-oliveira-junior,Vinícius José De Oliveira Júnior,M,90,Special,95,88,81,92,30,75,5,4,7,1,Brazil,LALIGA EA SPORTS,Real Madrid,"ST,LM,LW",3,0,0,0,1,1
https://www.futbin.com/26/player/20336/ousmane-dembele,Ousmane Dembélé,M,90,Special,92,88,83,94,50,69,5,5,6,1,France,Ligue 1 McDonald's,Paris SG,"RW,RM,CAM,ST",4,0,0,0,1,1
https://www.futbin.com/26/player/20412/caroline-graham-hansen,Caroline Graham Hansen,F,90,Special,89,88,88,91,48,76,5,5,6,1,Norway,Liga F,FC Barcelona,"RW,RM",2,0,0,0,1,0
https://www.futbin.com/26/player/20491/vitor-machado-ferreira,Vítor Machado Ferreira,M,90,Special,76,81,87,91,77,72,4,3,6,1,Portugal,Ligue 1 McDonald's,Paris SG,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/20520/virgil-van-dijk,Virgil Van Dijk,M,90,Special,78,60,76,77,90,88,2,4,6,1,Netherlands,Premier League,Liverpool,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/20576/maria-pilar-leon-cebrian,María Pilar León Cebrián,F,90,Special,77,69,81,78,91,83,2,3,3,1,Spain,Liga F,FC Barcelona,CB,1,1,0,0,0,0
https://www.futbin.com/26/player/20578/khadija-shaw,Khadija Shaw,F,90,Special,80,90,73,83,33,86,3,4,3,1,Jamaica,Barclays WSL,Manchester City,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/41/florian-wirtz,Florian Wirtz,M,89,Gold,80,82,88,90,54,67,4,4,6,1,Germany,Premier League,Liverpool,"CAM,CM,ST",3,0,0,1,1,1
https://www.futbin.com/26/player/47/vinicius-jose-de-oliveira-junior,Vinícius José De Oliveira Júnior,M,89,Gold,95,84,81,91,29,69,5,4,6,1,Brazil,LALIGA EA SPORTS,Real Madrid,"LW,LM,ST",3,0,0,0,1,1
https://www.futbin.com/26/player/56/federico-valverde,Federico Valverde,M,89,Gold,88,84,84,84,83,85,3,4,6,1,Uruguay,LALIGA EA SPORTS,Real Madrid,"CM,RB,CDM",3,0,1,1,0,0
https://www.futbin.com/26/player/68/vitor-machado-ferreira,Vítor Machado Ferreira,M,89,Gold,72,80,86,90,75,70,4,3,6,1,Portugal,Ligue 1 McDonald's,Paris SG,"CM,CDM,CAM",3,0,0,1,1,0
https://www.futbin.com/26/player/69/harry-kane,Harry Kane,M,89,Gold,64,92,83,82,48,82,3,4,5,1,England,Bundesliga,FC Bayern München,ST,1,0,0,0,0,1
https://www.futbin.com/26/player/83/raphael-dias-belloli,Raphael Dias Belloli,M,89,Gold,91,84,85,87,53,75,4,4,5,1,Brazil,LALIGA EA SPORTS,FC Barcelona,"LM,LW",2,0,0,0,1,0
https://www.futbin.com/26/player/85/lamine-yamal-nasraoui-ebana,Lamine Yamal Nasraoui Ebana,M,89,Gold,85,81,86,90,23,53,5,3,6,1,Spain,LALIGA EA SPORTS,FC Barcelona,"RM,RW",2,0,0,0,1,0
